video_id,title,publishedAt,duration,hours,minutes,seconds,total_seconds
oiZvK6MY7tI,"Call Your Ex, Win $10,000",2025-10-07T16:00:00Z,PT34S,0,0,34,34
F0OkwXKcPSE,Hi Me In 10 Years,2025-10-04T16:00:07Z,PT3M14S,0,3,14,194
686PL7rt654,World’s Fastest Dinner Date,2025-10-03T16:00:03Z,PT34S,0,0,34,34
zo7i8VTpfNM,"Would You Risk Dying For $500,000?",2025-09-27T16:00:04Z,PT25M26S,0,25,26,1526
NfhuGUyWYfQ,Would Your Grandma Go Skydiving?,2025-09-26T18:00:07Z,PT42S,0,0,42,42
wIpWCJKfRXs,I Cooked A Pizza With Power Tools,2025-09-23T16:00:07Z,PT40S,0,0,40,40
9Xeepzg1B8I,Which Celebrity Punches The Hardest?,2025-09-19T16:00:03Z,PT47S,0,0,47,47
50G0kIty7Cg,"Answer The Call, Win $10,000",2025-09-16T17:00:04Z,PT39S,0,0,39,39
4l97aNza_Zc,"Survive 30 Days Chained To Your Ex, Win $250,000",2025-09-13T16:00:01Z,PT37M4S,0,37,4,2224
3ih2bPKSWsQ,I Arrested IShowSpeed,2025-09-12T17:00:01Z,PT35S,0,0,35,35
uA9Zcg3vHvo,I Raced IShowSpeed,2025-09-01T20:45:41Z,PT47S,0,0,47,47
_AbFXuGDRTs,"$1 vs $1,000,000,000 Nuclear Bunker!",2025-08-30T16:00:11Z,PT17M18S,0,17,18,1038
MOGW3v3pJ5Y,1 Subscriber = 1 Penny Donated,2025-08-29T16:00:10Z,PT18S,0,0,18,18
XNtTO_339kU,"Pick The Wrong Tube, Get Slimed",2025-08-27T16:00:02Z,PT36S,0,0,36,36
rB9NynBZ4go,Reaction Time Challenge,2025-08-19T16:00:02Z,PT29S,0,0,29,29
TDv56whosPQ,"Survive 100 Days In Prison, Win $500,000",2025-08-16T19:00:02Z,PT39M36S,0,39,36,2376
R_BmT1OJw98,Every YouTube Play Button I Have,2025-08-15T16:00:01Z,PT15S,0,0,15,15
vpRW4JhzfSE,1 Subscriber = 1 Second In The Arctic,2025-08-08T16:00:02Z,PT17S,0,0,17,17
qXW93Cois2s,Guess What Hit You,2025-08-05T16:00:01Z,PT32S,0,0,32,32
r7f0L48dHpc,$1  = One Year of Clean Water,2025-08-02T16:00:02Z,PT32S,0,0,32,32
Z4hVGCWH1Kc,"2,000,000 People Get Clean Water For The First Time!",2025-08-01T16:00:01Z,PT10M20S,0,10,20,620
zxuICI0kL3s,"Don’t Turn Around, Win $10k",2025-07-31T16:00:01Z,PT31S,0,0,31,31
R1SFXJo-FlE,Subscribe To Explode The TNT,2025-07-29T16:00:01Z,PT19S,0,0,19,19
lQz5aqjZ3lQ,"Find This Briefcase, Win $10,000",2025-07-25T16:00:02Z,PT1M7S,0,1,7,67
EiFcNbXBqeo,Jet Engine vs Human for $10k,2025-07-20T16:00:01Z,PT24S,0,0,24,24
pzBi1nwDn8U,"Survive 100 Days Trapped In A Private Jet, Keep It",2025-07-19T16:00:01Z,PT33M3S,0,33,3,1983
R7oW0LwS_e4,I Met Neymar,2025-07-11T16:15:07Z,PT10S,0,0,10,10
BfKI_TQnQvo,I Raced A Cheetah,2025-07-06T16:00:01Z,PT20S,0,0,20,20
FWAdfuPpLOc,World's Fastest Car Vs Cheetah!,2025-07-05T16:00:01Z,PT20M37S,0,20,37,1237
NjlP2_l1Wr0,"You Lose, You Get Shot",2025-06-30T16:00:08Z,PT36S,0,0,36,36
gGcaGdHlt60,"If You Spill, You Lose!",2025-06-25T17:00:08Z,PT19S,0,0,19,19
pe_ejTiIcSs,"Lose 100 LBs, Win $250,000!",2025-06-21T16:00:01Z,PT36M50S,0,36,50,2210
V6In4tmd-w8,"$1 vs $25,000 VFX",2025-06-19T17:00:41Z,PT23S,0,0,23,23
ZGvn9ywXjpY,Feastables vs Reese’s Taste Test with @gordonramsay,2025-06-10T16:00:02Z,PT33S,0,0,33,33
hTSaweR8qMI,"$1 vs $500,000 Date",2025-06-07T16:00:00Z,PT17M22S,0,17,22,1042
KCRLP-zBacU,Can I Teach a Penguin To Subscribe?,2025-05-31T16:10:27Z,PT9S,0,0,9,9
c2ukL_zjFCk,Extreme Helmet Game,2025-05-28T16:00:19Z,PT32S,0,0,32,32
DZIASl9q90s,"Beat Neymar, Win $500,000",2025-05-24T16:00:01Z,PT27M53S,0,27,53,1673
7qY-qalCI2Y,"Grab The Rolex, Keep It!",2025-05-21T15:59:50Z,PT23S,0,0,23,23
N0pwLtonPdg,Slippery vs Sticky Stairs,2025-05-16T16:00:01Z,PT36S,0,0,36,36
-4GmbBoYQjE,I Survived 100 Hours In An Ancient Temple,2025-05-10T16:00:01Z,PT15M46S,0,15,46,946
0yPgljFcTR4,"Subscribe to Win $50,000",2025-05-07T16:00:01Z,PT15S,0,0,15,15
TN1wErFGTzM,"Find This Key, Win $10,000",2025-05-05T16:00:00Z,PT39S,0,0,39,39
3dxksf0CzS8,World’s Fastest Robbers,2025-05-02T16:00:00Z,PT32S,0,0,32,32
x7yv72s8h0o,Would You Go On Vacation With A Stranger?,2025-04-29T16:00:00Z,PT1M3S,0,1,3,63
uyiG6uw-6pA,"Would You Risk Drowning for $500,000?",2025-04-26T16:00:00Z,PT25M46S,0,25,46,1546
M1STzb7k9L8,Extreme Helmet Game,2025-04-25T16:15:00Z,PT23S,0,0,23,23
7K-yxGWYsnk,"$10,000 Human Shuffleboard",2025-04-22T16:30:14Z,PT40S,0,0,40,40
Tbn4cYCaZCk,"Drift This Car, Win $10,000",2025-04-16T17:00:15Z,PT20S,0,0,20,20
figrl0aOULs,Click This Video To Feed 1 Person,2025-04-12T16:00:01Z,PT10M29S,0,10,29,629
Uxc84UUrVHk,You Can Stop Child Labor,2025-04-11T16:00:01Z,PT58S,0,0,58,58
BzKaMelDzqo,How Fast Can I Go?,2025-04-05T16:00:12Z,PT18S,0,0,18,18
4yx9ZJDfyKk,Baseball Tic Tac Toe vs MLB Pro,2025-03-27T16:00:00Z,PT27S,0,0,27,27
kPa_S6jN9ls,Could You Win This Obstacle Course?,2025-03-25T16:15:01Z,PT34S,0,0,34,34
69g-YcbmgQA,"Find Your Dog, Win $10,000",2025-03-23T16:00:01Z,PT36S,0,0,36,36
aKq8bkY5eTU,I Survived The 5 Deadliest Places On Earth,2025-03-22T16:00:00Z,PT13M23S,0,13,23,803
TNtpUQbW4mg,This Is How The Pyramids Were Built,2025-03-18T16:00:00Z,PT13S,0,0,13,13
TgCm8oDmxOk,I Crashed One Of The Most Expensive Cars In The World,2025-03-14T16:00:00Z,PT16S,0,0,16,16
954wJ3uHVAk,Last One To Fall Wins,2025-03-08T18:05:23Z,PT30S,0,0,30,30
zajUgQLviwk,"Last to Leave Their Circle Wins $500,000",2025-03-01T17:00:01Z,PT38M38S,0,38,38,2318
PXevNM0awlI,"Highest Away From Me Wins $10,000",2025-02-28T17:00:00Z,PT50S,0,0,50,50
PuQ5UxKUY48,"Find The Human, Win $10,000",2025-02-24T17:00:02Z,PT41S,0,0,41,41
L5ihmu87xTE,"Find This Stranger, Win $10,000",2025-02-19T18:00:00Z,PT1M1S,0,1,1,61
nAiKLoCP-kU,"Reach the Money, Win $10,000",2025-02-14T18:15:00Z,PT25S,0,0,25,25
NDsO1LT_0lw,I Spent 100 Hours Inside The Pyramids!,2025-02-08T17:00:00Z,PT21M43S,0,21,43,1303
sF5LYGgKbUA,Every Minute One Person Is Eliminated,2025-01-25T17:00:01Z,PT34M46S,0,34,46,2086
MFpWEKN9c6Y,"Last Person Hanging Wins $10,000",2025-01-21T17:00:03Z,PT43S,0,0,43,43
TRxMLLuWIhw,Subscribe For An iPhone,2025-01-17T17:00:00Z,PT17S,0,0,17,17
SM66GDRyIVY,"I Helped 2,000 People Walk Again",2025-01-11T17:00:02Z,PT15M31S,0,15,31,931
EvqtfK_RaRg,This obstacle course is WILD,2025-01-10T17:00:00Z,PT32S,0,0,32,32
3cWm9B_0_kI,How Many People To Stop Ronaldo?,2024-12-27T19:00:00Z,PT21S,0,0,21,21
qtWqHIx8Z-o,"Last Person Standing Wins $10,000",2024-12-22T17:00:01Z,PT48S,0,0,48,48
gs8qfL9PNac,"2,000 People Fight For $5,000,000",2024-12-19T17:00:00Z,PT24M45S,0,24,45,1485
DBPYB8WkkDc,Bring Me Back Snow From The North Pole,2024-12-10T17:00:00Z,PT55S,0,0,55,55
zvBXpoBegwE,I Got T-Series To Subscribe To Me,2024-12-09T17:00:01Z,PT31S,0,0,31,31
SWc8fI_9iqA,Ronaldo Teaches Me How To SIUU,2024-12-01T17:00:00Z,PT15S,0,0,15,15
0BjlBnfHcHM,"Beat Ronaldo, Win $1,000,000",2024-11-30T17:00:00Z,PT22M45S,0,22,45,1365
HcL1EQ5qD_g,Confronting Ronaldo,2024-11-29T17:30:10Z,PT21S,0,0,21,21
dc089EZRGcg,How Many Balloons To Make A Store Fly?,2024-11-18T19:00:00Z,PT22S,0,0,22,22
vXNtju4VFm4,Restocking MrBeast Labs at Walmart,2024-11-18T17:00:00Z,PT36S,0,0,36,36
I9mw5UlDyPI,This Game Is Wild...,2024-11-12T17:00:00Z,PT19S,0,0,19,19
pS-fFdvyHLE,How Much Tape To Stop A Lamborghini?,2024-11-08T17:00:00Z,PT15S,0,0,15,15
Xj0Jtjg3lHQ,"$1 vs $500,000 Experiences!",2024-11-02T16:00:00Z,PT17M40S,0,17,40,1060
9UtcHPCEBgg,1 Subscriber = 1 Penny,2024-10-19T18:00:00Z,PT17S,0,0,17,17
ZNt_GoOBHq8,Human vs Jet Engine,2024-10-17T19:00:00Z,PT19S,0,0,19,19
bn0Kh9c4Zv4,7 Days Exploring An Underground City,2024-10-12T16:00:00Z,PT20M35S,0,20,35,1235
dDVFnfCwjHA,Will A Basketball Boat Hold My Weight?,2024-10-11T16:00:01Z,PT30S,0,0,30,30
Kt2HvqRruHQ,"Find The Real MrBeast, Win $10,000",2024-10-05T16:00:00Z,PT37S,0,0,37,37
vDrSCXFMAKk,"Spot The Difference, Win $10,000",2024-09-28T20:00:00Z,PT58S,0,0,58,58
snX5YyflrGw,"100 Identical Twins Fight For $250,000",2024-09-28T16:00:00Z,PT35M40S,0,35,40,2140
nbzQdlWrcnk,Running With Bigger And Bigger Lunchlys,2024-09-20T16:00:00Z,PT18S,0,0,18,18
8krJy31Diow,Holding Bigger And Bigger Dogs,2024-09-16T18:00:00Z,PT17S,0,0,17,17
aRcUVhVlSHg,"Men Vs Women Survive In The Wilderness For $500,000",2024-09-07T16:00:00Z,PT31M48S,0,31,48,1908
Jo7sfpeWqwE,Will A Guitar Boat Hold My Weight?,2024-09-05T16:00:01Z,PT20S,0,0,20,20
QtD-CeUdRUQ,"Real Or Cake For $10,000",2024-08-29T16:00:00Z,PT37S,0,0,37,37
ndAQfTzlVjc,7 Days Stranded In A Cave,2024-08-17T16:00:00Z,PT17M59S,0,17,59,1079
AydS-vA3qa4,Running With Bigger And Bigger Feastables,2024-08-15T23:00:00Z,PT17S,0,0,17,17
UPrkC1LdlLY,"Survive 100 Days In Nuclear Bunker, Win $500,000",2024-08-03T16:00:00Z,PT32M21S,0,32,21,1941
8bTQMDM4qvY,"Spot The Fake Animal For $10,000",2024-07-19T16:00:00Z,PT40S,0,0,40,40
DBw0oD38z0Q,This Game Is Wild,2024-07-17T16:00:00Z,PT21S,0,0,21,21
4SNThp0YiU4,"50 YouTubers Fight For $1,000,000",2024-07-13T16:00:01Z,PT41M27S,0,41,27,2487
XhuisK0bTSA,Pass The Phone To…,2024-07-11T17:00:01Z,PT1M,0,1,0,60
lkCRPp7cnP8,How Many Balloons Does It Take To Fly?,2024-07-10T17:00:00Z,PT18S,0,0,18,18
KkCXLABwHP0,I Built 100 Houses And Gave Them Away!,2024-06-29T16:00:00Z,PT9M36S,0,9,36,576
PWirijQkH4M,World’s Deadliest Obstacle Course!,2024-06-15T16:00:01Z,PT28M25S,0,28,25,1705
U_LlX4t0A9I,"$10,000 Every Day You Survive In The Wilderness",2024-06-01T16:00:00Z,PT26M10S,0,26,10,1570
T8I165Qxeo8,Sprinting with More and More Money,2024-05-30T16:00:01Z,PT29S,0,0,29,29
i-9V21MqlhY,Giving 1000 Phones Away,2024-05-28T16:00:00Z,PT18S,0,0,18,18
YyNz4--6fro,World’s Smartest Dog,2024-05-16T16:00:00Z,PT12S,0,0,12,12
f0cXJ6mJxGc,Bottle Head Smashing World Record Attempt!,2024-05-14T16:00:00Z,PT38S,0,0,38,38
F6PqxbvOCUI,"Protect The Yacht, Keep It!",2024-05-11T16:00:00Z,PT15M8S,0,15,8,908
oA4LSZvX4iE,Ages 1-100 Try My Chocolate,2024-05-09T16:00:00Z,PT39S,0,0,39,39
ZKxnjszkZto,"Spot The Hidden People For $10,000",2024-05-08T16:00:01Z,PT35S,0,0,35,35
8_gdcaX9Xqk,"Would You Split Or Steal $250,000?",2024-05-03T16:00:00Z,PT1M,0,1,0,60
snUyLbGx6U4,"Buy Feastables, Win Unlimited Money",2024-04-30T16:00:00Z,PT51S,0,0,51,51
Pv0iVoSZzN8,In 10 Minutes This Room Will Explode!,2024-04-27T16:00:00Z,PT10M,0,10,0,600
CWbV3NItSdY,The World's Fastest Cleaners,2024-04-25T16:00:03Z,PT35S,0,0,35,35
l-nMKJ5J3Uc,"Ages 1 - 100 Decide Who Wins $250,000",2024-04-20T15:59:59Z,PT40M2S,0,40,2,2402
XE1Qyss8GIY,"Guess The Gift, Keep It",2024-04-09T17:00:00Z,PT46S,0,0,46,46
6GzHPS0rEgc,"I’m Giving My 250M Subscriber $25,000",2024-04-06T19:45:00Z,PT21S,0,0,21,21
imhY0pe-Sd8,"Anything You Touch, You Keep!",2024-04-02T16:00:03Z,PT48S,0,0,48,48
erLbbextvlY,7 Days Stranded On An Island,2024-03-30T16:00:01Z,PT22M26S,0,22,26,1346
OnTTThIzuNU,"Keep Track Of Car, Win $10,000",2024-03-19T16:00:00Z,PT51S,0,0,51,51
mKdjycj-7eE,"Stop This Train, Win a Lamborghini",2024-03-16T16:00:00Z,PT19M1S,0,19,1,1141
tWYsfOSY9vY,I Survived 7 Days In An Abandoned City,2024-03-02T17:00:00Z,PT17M24S,0,17,24,1044
sH48lKbayNU,Unboxing My 200M Subscriber Play Button,2024-02-29T17:00:00Z,PT46S,0,0,46,46
AFXoSFNMwIA,I Filled Chandler’s Car With Feastables,2024-02-27T18:00:01Z,PT38S,0,0,38,38
k194wHZHjB0,Most Expensive Hand Model Holds Feastables,2024-02-24T18:00:09Z,PT22S,0,0,22,22
AjwAdtlRKf8,"Buy Feastables, Win $10,000",2024-02-17T19:00:01Z,PT41S,0,0,41,41
KOEfDvr4DcQ,"Face Your Biggest Fear To Win $800,000",2024-02-10T17:00:00Z,PT22M3S,0,22,3,1323
krsBRQbOPQ4,"$1 vs $250,000,000 Private Island!",2024-01-27T17:00:00Z,PT16M59S,0,16,59,1019
7ESeQBeikKs,"Protect $500,000 Keep It!",2024-01-13T17:00:00Z,PT15M34S,0,15,34,934
K_CbgLpvH9E,I Spent 7 Days In Solitary Confinement,2023-12-30T17:00:03Z,PT20M16S,0,20,16,1216
lOKASgtr6kU,I Adopted 100 Dogs!,2023-12-23T17:00:00Z,PT15M3S,0,15,3,903
9RhWXPcKBI8,"Survive 100 Days Trapped, Win $500,000",2023-12-16T17:00:01Z,PT27M8S,0,27,8,1628
ZVt9ZJfWV1c,"Feeding A Dog $1 vs $10,000 Steak",2023-12-14T18:00:00Z,PT27S,0,0,27,27
rWBOITBjitE,Could You Walk Up A Skyscraper?,2023-12-05T18:00:00Z,PT50S,0,0,50,50
tnTPaLOaHz8,"$10,000 Every Day You Survive In A Grocery Store",2023-12-02T17:00:00Z,PT21M32S,0,21,32,1292
Wdjh81uH6FU,"$1 vs $10,000,000 Job!",2023-11-25T17:00:00Z,PT15M39S,0,15,39,939
7dYTw-jAYkY,I Spent 7 Days Buried Alive,2023-11-18T17:00:01Z,PT18M34S,0,18,34,1114
AjZDwxt7S8w,I Gave Away A House On Halloween,2023-11-10T18:00:00Z,PT48S,0,0,48,48
aZnqqXaT02g,Giving Car Keys Instead Of Candy On Halloween,2023-11-09T18:00:00Z,PT32S,0,0,32,32
mwKJfNYwvm8,I Built 100 Wells In Africa,2023-11-04T16:00:00Z,PT10M30S,0,10,30,630
l9_8_pDTmis,"Furthest Away From Me Wins $10,000",2023-11-02T17:00:03Z,PT48S,0,0,48,48
n7x4Jj9pdH8,World’s Most Expensive Bed,2023-10-31T17:00:01Z,PT48S,0,0,48,48
QjvpjXdgugA,"10 People Vs World's Deadliest Laser Maze for $250,000",2023-10-28T15:59:59Z,PT25M59S,0,25,59,1559
jGAJCAuV3pQ,World’s Most Expensive Coffee,2023-10-19T17:00:03Z,PT33S,0,0,33,33
c0v8OPItCOg,"$100,000,000 Bathroom",2023-10-17T17:00:00Z,PT50S,0,0,50,50
3ryID_SwU5E,"$1 vs $100,000,000 House!",2023-10-14T16:00:00Z,PT17M3S,0,17,3,1023
IemzxkkzI5s,I Tipped A Pizza Delivery Driver A Car,2023-10-12T17:30:03Z,PT52S,0,0,52,52
3OFj6l2tQ9s,World's Most Dangerous Trap!,2023-10-07T16:00:00Z,PT19M34S,0,19,34,1174
bvlFjrcpD6s,I NEED 1 MORE 𝗦𝗨𝗕𝗦𝗖𝗥𝗜𝗕𝗘𝗥,2023-10-05T17:00:01Z,PT23S,0,0,23,23
AZlBZuS4hr0,"Guess The Gift, Keep It",2023-10-03T17:00:00Z,PT45S,0,0,45,45
Gx6VeIIbWwM,"Spot The Hidden People For $10,000",2023-09-28T17:00:01Z,PT35S,0,0,35,35
CAOY8EKH1qU,I Paid A Random Student’s College Tuition,2023-09-26T16:59:59Z,PT37S,0,0,37,37
IQxea9UB1nQ,"$100,000,000 Car Doors",2023-09-19T17:00:00Z,PT29S,0,0,29,29
KrLj6nc516A,"$1 vs $100,000,000 Car!",2023-09-16T16:00:01Z,PT16M28S,0,16,28,988
zgLhCT7aFCA,Extreme Home Makeover!,2023-09-12T17:00:00Z,PT57S,0,0,57,57
L5kIXRdwGAI,Katana Vs Bullet,2023-09-07T17:00:01Z,PT41S,0,0,41,41
19NmWqv4Alk,How Many School Buses Can We Stack?,2023-09-05T16:59:57Z,PT45S,0,0,45,45
vBpQ1SlfVtU,Lamborghini Vs World's Largest Shredder,2023-09-02T16:00:00Z,PT14M59S,0,14,59,899
SGzWIoLAzmY,"Feeding A Cat $10 Vs $10,000 Sushi",2023-08-31T17:00:00Z,PT31S,0,0,31,31
NnNZLCl78Ao,"Make This Kick, Win Super Bowl Tickets",2023-08-25T16:00:25Z,PT52S,0,0,52,52
NTZhwAldqwg,Metal Pipe Vs School Bus,2023-08-22T17:00:00Z,PT28S,0,0,28,28
J_z-W4UVHkw,"Every Country On Earth Fights For $250,000!",2023-08-19T16:00:01Z,PT18M13S,0,18,13,1093
mKIhHNznt4s,Can You Beat A Girl In Arm Wrestling?,2023-08-17T17:00:00Z,PT52S,0,0,52,52
jObOjhUkf50,"$1 vs $250,000 Vacation!",2023-08-12T15:59:59Z,PT15M58S,0,15,58,958
O3YVBJ2n5xg,I Ate The World’s Most Poisonous Fish,2023-08-08T17:30:01Z,PT32S,0,0,32,32
yhB3BgJyGl8,7 Days Stranded At Sea,2023-08-05T16:00:01Z,PT18M5S,0,18,5,1085
CP82DAKzL1U,I Traded My Car At a Red Light,2023-07-15T17:00:01Z,PT47S,0,0,47,47
fuhE6PYnRMc,Train Vs Giant Pit,2023-07-08T16:00:00Z,PT10M36S,0,10,36,636
stUofW3whpE,I Buried Treasure in the Bermuda Triangle,2023-07-06T17:00:01Z,PT53S,0,0,53,53
48h57PspBec,"$1 vs $1,000,000,000 Yacht!",2023-06-10T16:00:00Z,PT14M47S,0,14,47,887
ooAwCOP67GQ,Do Pawnshops Scam You?,2023-06-03T16:59:57Z,PT33S,0,0,33,33
FM7Z-Xq8Drc,"Ages 1 - 100 Fight For $500,000",2023-05-27T21:14:59Z,PT25M36S,0,25,36,1536
ykRq_rp7NhM,I Got Naruto to Subscribe to Me,2023-05-20T20:00:00Z,PT20S,0,0,20,20
WTOm65IZneg,"1,000 Deaf People Hear For The First Time",2023-05-06T19:59:59Z,PT6M14S,0,6,14,374
8kggT2ej-lo,Would You Pet a Cheetah in Africa?,2023-05-01T20:00:02Z,PT39S,0,0,39,39
GGBy50KtvRk,Tipping A Waitress A Car,2023-04-22T20:00:00Z,PT38S,0,0,38,38
Y4-gFIfGXiQ,Would you go on a Blind Date in Italy?,2023-04-15T20:00:01Z,PT51S,0,0,51,51
1WEAJ-DFkHE,World's Most Expensive Flights!,2023-04-01T20:00:04Z,PT12M20S,0,12,20,740
Y0cBiGUuB1Y,I Sent a Subscriber to Disneyland,2023-03-30T20:00:00Z,PT27S,0,0,27,27
YLt73w6criQ,I Paid A Real Assassin To Try To Kill Me,2023-03-18T20:00:01Z,PT12M17S,0,12,17,737
NPYPXWJBTWM,"$10,000 Girl Scout Cookies",2023-03-11T17:00:47Z,PT23S,0,0,23,23
lglIQkCHO0g,Do Men Lie About Their Height?,2023-02-14T21:00:14Z,PT47S,0,0,47,47
TJ2ifmkGGus,"1,000 Blind People See For The First Time",2023-01-28T21:00:00Z,PT8M1S,0,8,1,481
7IKab3HcfFk,I Survived 50 Hours In Antarctica,2022-12-24T20:59:59Z,PT12M10S,0,12,10,730
h5NvTTOlOtI,Hydraulic Press Vs Lamborghini,2022-12-10T21:00:01Z,PT10M25S,0,10,25,625
se50viFJ0AQ,Would You Fly To Paris For A Baguette?,2022-12-08T20:12:27Z,PT48S,0,0,48,48
0CTp1a-aCUM,"100 Kids Fight Parents For $500,000",2022-12-03T21:00:00Z,PT15M23S,0,15,23,923
FD-0KG-h2-c,Gordon Ramsay Tries Most Expensive Chocolate Bar!,2022-11-19T20:59:59Z,PT40S,0,0,40,40
kX3nB4PpJko,11 YouTubers Fight For Private Jet!,2022-11-12T21:00:00Z,PT15M37S,0,15,37,937
